238	979	230	189
520	974	230	189
802	969	230	189
1084	965	230	189
1365	960	230	189
1647	955	230	189
1929	950	230	189
2211	946	230	189
2493	941	230	189
238	1168	230	189
520	1164	230	189
802	1159	230	189
1083	1155	230	189
1365	1150	230	189
1647	1146	230	189
1929	1141	230	189
2211	1137	230	189
2493	1132	230	189
238	1357	230	189
520	1353	230	189
801	1349	230	189
1083	1345	230	189
1365	1340	230	189
1647	1336	230	189
1929	1332	230	189
2211	1328	230	189
2493	1323	230	189
238	1546	230	189
519	1542	230	189
801	1538	230	189
1083	1534	230	189
1365	1531	230	189
1647	1527	230	189
1929	1523	230	189
2211	1519	230	189
2493	1515	230	189
237	1735	230	189
519	1732	230	189
801	1728	230	189
1083	1724	230	189
1365	1721	230	189
1647	1717	230	189
1929	1713	230	189
2211	1710	230	189
2493	1706	230	189
237	1924	230	189
519	1921	230	189
801	1918	230	189
1083	1914	230	189
1365	1911	230	189
1647	1908	230	189
1929	1904	230	189
2211	1901	230	189
2493	1898	230	189
237	2113	230	189
519	2110	230	189
801	2107	230	189
1083	2104	230	189
1365	2101	230	189
1647	2098	230	189
1929	2095	230	189
2211	2092	230	189
2493	2089	230	189
237	2302	230	189
519	2300	230	189
801	2297	230	189
1083	2294	230	189
1365	2291	230	189
1647	2289	230	189
1929	2286	230	189
2211	2283	230	189
2493	2280	230	189
237	2491	230	189
519	2489	230	189
801	2486	230	189
1083	2484	230	189
1365	2482	230	189
1647	2479	230	189
1929	2477	230	189
2211	2474	230	189
2493	2472	230	189
236	2680	230	189
518	2678	230	189
801	2676	230	189
1083	2674	230	189
1365	2672	230	189
1647	2670	230	189
1929	2667	230	189
2211	2665	230	189
2493	2663	230	189
236	2869	230	189
518	2867	230	189
800	2866	230	189
1083	2864	230	189
1365	2862	230	189
1647	2860	230	189
1929	2858	230	189
2211	2856	230	189
2493	2855	230	189
236	3058	230	189
518	3057	230	189
800	3055	230	189
1082	3054	230	189
1365	3052	230	189
1647	3051	230	189
1929	3049	230	189
2211	3047	230	189
2493	3046	230	189
236	3247	230	189
518	3246	230	189
800	3245	230	189
1082	3244	230	189
1365	3242	230	189
1647	3241	230	189
1929	3240	230	189
2211	3239	230	189
2493	3237	230	189
236	3436	230	189
518	3435	230	189
800	3434	230	189
1082	3434	230	189
1364	3433	230	189
1647	3432	230	189
1929	3431	230	189
2211	3430	230	189
2493	3429	230	189
235	3625	230	189
518	3625	230	189
800	3624	230	189
1082	3623	230	189
1364	3623	230	189
1647	3622	230	189
1929	3621	230	189
2211	3621	230	189
2493	3620	230	189
235	3814	230	189
517	3814	230	189
800	3814	230	189
1082	3813	230	189
1364	3813	230	189
1647	3813	230	189
1929	3812	230	189
2211	3812	230	189
2494	3811	230	189
235	4003	230	189
517	4003	230	189
800	4003	230	189
1082	4003	230	189
1364	4003	230	189
1647	4003	230	189
1929	4003	230	189
2211	4003	230	189
2494	4003	230	189
235	4193	230	189
517	4193	230	189
800	4193	230	189
1082	4193	230	189
1364	4193	230	189
1647	4194	230	189
1929	4194	230	189
2211	4194	230	189
2494	4194	230	189
235	4382	230	189
517	4382	230	189
799	4383	230	189
1082	4383	230	189
1364	4384	230	189
1647	4384	230	189
1929	4385	230	189
2211	4385	230	189
2494	4386	230	189
234	4571	230	189
517	4571	230	189
799	4572	230	189
1082	4573	230	189
1364	4574	230	189
1647	4575	230	189
1929	4575	230	189
2211	4576	230	189
2494	4577	230	189
3278	976	231	190
3562	979	231	190
3846	981	231	190
4129	984	231	190
4413	987	231	190
4696	990	231	190
4980	993	231	190
5263	996	231	190
5547	998	231	190
3277	1167	231	190
3561	1169	231	190
3844	1172	231	190
4127	1175	231	190
4411	1177	231	190
4694	1180	231	190
4978	1183	231	190
5261	1185	231	190
5544	1188	231	190
3276	1358	231	190
3559	1360	231	190
3843	1363	231	190
4126	1365	231	190
4409	1367	231	190
4692	1370	231	190
4975	1372	231	190
5259	1375	231	190
5542	1377	231	190
3275	1549	231	190
3558	1551	231	190
3841	1553	231	190
4124	1555	231	190
4407	1558	231	190
4690	1560	231	190
4973	1562	231	190
5256	1564	231	190
5540	1567	231	190
3274	1740	231	190
3557	1742	231	190
3839	1744	231	190
4122	1746	231	190
4405	1748	231	190
4688	1750	231	190
4971	1752	231	190
5254	1754	231	190
5537	1756	231	190
3272	1931	231	190
3555	1933	231	190
3838	1934	231	190
4121	1936	231	190
4404	1938	231	190
4686	1940	231	190
4969	1942	231	190
5252	1944	231	190
5535	1945	231	190
3271	2122	231	190
3554	2123	231	190
3836	2125	231	190
4119	2127	231	190
4402	2128	231	190
4684	2130	231	190
4967	2132	231	190
5250	2133	231	190
5532	2135	231	190
3270	2313	231	190
3552	2314	231	190
3835	2316	231	190
4117	2317	231	190
4400	2318	231	190
4682	2320	231	190
4965	2321	231	190
5247	2323	231	190
5530	2324	231	190
3269	2504	231	190
3551	2505	231	190
3833	2506	231	190
4116	2507	231	190
4398	2509	231	190
4680	2510	231	190
4963	2511	231	190
5245	2512	231	190
5527	2514	231	190
3268	2695	231	190
3550	2696	231	190
3832	2697	231	190
4114	2698	231	190
4396	2699	231	190
4678	2700	231	190
4961	2701	231	190
5243	2702	231	190
5525	2703	231	190
3266	2886	231	190
3548	2886	231	190
3830	2887	231	190
4112	2888	231	190
4394	2889	231	190
4676	2890	231	190
4958	2891	231	190
5240	2892	231	190
5523	2893	231	190
3265	3077	231	190
3547	3077	231	190
3829	3078	231	190
4111	3079	231	190
4393	3079	231	190
4674	3080	231	190
4956	3081	231	190
5238	3081	231	190
5520	3082	231	190
3264	3268	231	190
3546	3268	231	190
3827	3269	231	190
4109	3269	231	190
4391	3269	231	190
4672	3270	231	190
4954	3270	231	190
5236	3271	231	190
5518	3271	231	190
3263	3459	231	190
3544	3459	231	190
3826	3459	231	190
4107	3459	231	190
4389	3460	231	190
4671	3460	231	190
4952	3460	231	190
5234	3461	231	190
5515	3461	231	190
3261	3650	231	190
3543	3650	231	190
3824	3650	231	190
4106	3650	231	190
4387	3650	231	190
4669	3650	231	190
4950	3650	231	190
5231	3650	231	190
5513	3650	231	190
3260	3840	231	190
3542	3840	231	190
3823	3840	231	190
4104	3840	231	190
4385	3840	231	190
4667	3840	231	190
4948	3840	231	190
5229	3840	231	190
5510	3840	231	190
3259	4031	231	190
3540	4031	231	190
3821	4031	231	190
4102	4031	231	190
4383	4030	231	190
4665	4030	231	190
4946	4030	231	190
5227	4029	231	190
5508	4029	231	190
3258	4222	231	190
3539	4222	231	190
3820	4221	231	190
4101	4221	231	190
4382	4220	231	190
4663	4220	231	190
4944	4219	231	190
5225	4219	231	190
5505	4218	231	190
3257	4413	231	190
3537	4413	231	190
3818	4412	231	190
4099	4411	231	190
4380	4411	231	190
4661	4410	231	190
4941	4409	231	190
5222	4409	231	190
5503	4408	231	190
3255	4604	231	190
3536	4604	231	190
3817	4603	231	190
4097	4602	231	190
4378	4601	231	190
4659	4600	231	190
4939	4599	231	190
5220	4598	231	190
5501	4597	231	190
