228	968	231	190
512	970	231	190
796	972	231	190
1079	974	231	190
1363	976	231	190
1646	977	231	190
1930	979	231	190
2213	981	231	190
2497	983	231	190
228	1158	231	190
511	1160	231	190
795	1162	231	190
1078	1163	231	190
1362	1165	231	190
1645	1167	231	190
1929	1169	231	190
2212	1171	231	190
2496	1173	231	190
227	1348	231	190
511	1350	231	190
794	1352	231	190
1078	1353	231	190
1361	1355	231	190
1644	1357	231	190
1928	1359	231	190
2211	1361	231	190
2494	1363	231	190
227	1538	231	190
510	1540	231	190
794	1541	231	190
1077	1543	231	190
1360	1545	231	190
1643	1547	231	190
1927	1549	231	190
2210	1550	231	190
2493	1552	231	190
226	1728	231	190
510	1730	231	190
793	1731	231	190
1076	1733	231	190
1359	1735	231	190
1642	1737	231	190
1926	1738	231	190
2209	1740	231	190
2492	1742	231	190
226	1918	231	190
509	1920	231	190
792	1921	231	190
1075	1923	231	190
1358	1925	231	190
1641	1926	231	190
1925	1928	231	190
2208	1930	231	190
2491	1931	231	190
225	2108	231	190
508	2110	231	190
791	2111	231	190
1074	2113	231	190
1358	2115	231	190
1641	2116	231	190
1924	2118	231	190
2207	2119	231	190
2490	2121	231	190
225	2298	231	190
508	2300	231	190
791	2301	231	190
1074	2303	231	190
1357	2304	231	190
1640	2306	231	190
1923	2307	231	190
2205	2309	231	190
2488	2310	231	190
224	2488	231	190
507	2490	231	190
790	2491	231	190
1073	2493	231	190
1356	2494	231	190
1639	2496	231	190
1922	2497	231	190
2204	2498	231	190
2487	2500	231	190
224	2679	231	190
507	2680	231	190
789	2681	231	190
1072	2683	231	190
1355	2684	231	190
1638	2685	231	190
1920	2687	231	190
2203	2688	231	190
2486	2690	231	190
223	2869	231	190
506	2870	231	190
789	2871	231	190
1071	2873	231	190
1354	2874	231	190
1637	2875	231	190
1919	2876	231	190
2202	2878	231	190
2485	2879	231	190
223	3059	231	190
505	3060	231	190
788	3061	231	190
1071	3062	231	190
1353	3064	231	190
1636	3065	231	190
1918	3066	231	190
2201	3067	231	190
2484	3069	231	190
222	3249	231	190
505	3250	231	190
787	3251	231	190
1070	3252	231	190
1352	3254	231	190
1635	3255	231	190
1917	3256	231	190
2200	3257	231	190
2482	3258	231	190
222	3439	231	190
504	3440	231	190
787	3441	231	190
1069	3442	231	190
1352	3443	231	190
1634	3444	231	190
1916	3446	231	190
2199	3447	231	190
2481	3448	231	190
221	3629	231	190
504	3630	231	190
786	3631	231	190
1068	3632	231	190
1351	3633	231	190
1633	3634	231	190
1915	3635	231	190
2198	3636	231	190
2480	3637	231	190
221	3819	231	190
503	3820	231	190
785	3821	231	190
1068	3822	231	190
1350	3823	231	190
1632	3824	231	190
1914	3825	231	190
2197	3826	231	190
2479	3827	231	190
220	4009	231	190
502	4010	231	190
785	4011	231	190
1067	4012	231	190
1349	4013	231	190
1631	4014	231	190
